model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,breadth_top_n,buffer_rank,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2024,26,0.490890288669376,1.434999880237665,1.7367435845188193,-0.15631655020463597,3.1403603011117207,0.017850840744316317,-0.017673314871082705,-0.00026514577724847207,0.8228890667395518,20.736804481836703,0.023672417276217515,0.0008228890667395518,0.0,0.7349607875364736,0.5716446479103697,0.8907666233590619,0.0,1.0,0.7307692307692307,30,45,0.3134782050868663,26.527455187381513,0.06345207791406877
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2025,25,1.0684701212536027,2.47818977635926,3.068847205644303,-0.21335650908900683,5.00790965232687,0.03119990271160153,0.09019189801549282,0.10917532406885332,0.6291270100782279,15.854000653971342,0.06739435329756699,0.000629127010078228,0.0,0.6261556052720733,0.5744701703352055,0.7450835517533473,0.0,1.0,0.72,30,45,0.3172628488070959,27.421891710846822,0.060407838062936724
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2026,11,0.6807404694230186,1.4907586713785093,3.485043344882807,-0.13907816685218632,4.8946609293931544,0.023509053881298293,0.027895204049558718,0.04338840353177768,0.7428737327373731,18.720418064981803,0.03636352922568561,0.0007428737327373733,0.0,0.656442934024493,0.574965982723197,0.7367214638756758,0.0,1.0,0.5454545454545454,30,45,0.39740044393697666,28.859212071757028,0.05078726915741038
20,10,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2021,26,-0.140731451482507,-0.35868483235449183,-0.4235425005160857,-0.25571642239545633,-0.5503418597999576,-0.004226427641102781,-0.04151941140090673,-0.054243463635006,0.5387695795671068,13.576993405091091,-0.010365435651588047,0.0005387695795671068,3.552517309215836e-06,0.696593027852271,0.5,1.0465521868199643,0.038461538461538464,0.9230769230769231,0.5769230769230769,30,45,0.29693470966324315,28.473721708713544,0.04596794090652622
20,10,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2022,26,-0.245998909099575,-0.8257766692914987,-1.5365428689513967,-0.2754652749451064,-0.893030561287976,-0.009540353315780152,-0.08470086902554524,-0.08391591623005151,0.4110017712759195,10.357244636153172,-0.02375138540620032,0.0004110017712759195,0.0,0.5,0.5,0.5,0.0,1.0,0.38461538461538464,30,45,0.2911403439914731,28.572814754759506,0.04658728801488613
20,10,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2023,25,0.6817840960489832,2.167224513184352,6.0558959742015634,-0.10801625106747514,6.311865939719469,0.022054746620300315,0.06177551873293561,0.057163221451042814,0.5632136437462143,14.1929838224046,0.0480366993001669,0.0005632136437462142,0.0,0.5094820087086772,0.5,0.5968598360024595,0.0,1.0,0.64,30,45,0.25644764141900017,25.54293162790191,0.07088536718863042
20,10,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2024,26,0.4991411664077188,1.5882031871516131,2.356934029376527,-0.11407571110302384,4.3755253557607485,0.017664034904492712,-0.017673314871082705,-0.00026514577724847207,0.7550574752109475,19.027448375315874,0.02623269061422076,0.0007550574752109475,0.0,0.6713288914525422,0.5716446479103697,0.8403073657797103,0.0,1.0,0.7307692307692307,30,45,0.28027501971680846,26.527455187381513,0.06345207791406877
20,10,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2025,25,1.1026368854045896,2.6283328082871997,3.6093764137837065,-0.1954500493896033,5.641527791106523,0.0316901094687662,0.09019189801549282,0.10917532406885332,0.6234693531291178,15.711427698853768,0.07018056579829679,0.0006234693531291179,0.0,0.6208460369234639,0.5744701703352055,0.7450835517533473,0.0,1.0,0.72,30,45,0.3038392840111159,27.421891710846822,0.060407838062936724
20,10,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2026,11,0.6918436168077491,1.5775693832965105,3.9067168593647352,-0.1262829658103296,5.478518914790629,0.023486618928679367,0.027895204049558718,0.04338840353177768,0.7026873677919648,17.707721668357514,0.0390701655337189,0.000702687367791965,0.0,0.62506301339644,0.574965982723197,0.65,0.0,1.0,0.5454545454545454,30,45,0.37517386130171687,28.859212071757028,0.05078726915741038
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,2021,26,-0.08537796640406536,-0.07276533570077585,-0.09754446560626127,-0.27650426488827184,-0.3087763092499292,-0.001026663431172693,-0.04151941140090673,-0.054243463635006,0.6516262181724705,16.420980697946256,-0.005199322012158716,0.0006516262181724705,3.552517309215836e-06,0.8547939432687586,0.6757706931272413,1.0465521868199643,0.038461538461538464,0.7307692307692307,0.5769230769230769,30,45,0.35555279469803924,28.473721708713544,0.04596794090652622
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,2022,26,-0.3010625021688841,-0.8487619011424857,-1.4480208590888264,-0.31247097268895463,-0.9634895029708025,-0.01178141687899897,-0.08470086902554524,-0.08391591623005151,0.47847400790772154,12.057544999274583,-0.02496880602037951,0.0004784740079077215,0.0,0.5733720265849254,0.5,0.7059219281297375,0.0,1.0,0.38461538461538464,30,45,0.34979386439370047,28.572814754759506,0.04658728801488613
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,2023,25,0.7838108255535448,2.1802856837067477,6.36143590763988,-0.10922333464674061,7.176221345819667,0.024720422740014524,0.06177551873293561,0.057163221451042814,0.6007424956146338,15.13871088948877,0.05177526879767329,0.0006007424956146337,0.0,0.5419302187050269,0.5,0.6226083817928361,0.0,1.0,0.64,30,45,0.2857215720415447,25.54293162790191,0.07088536718863042
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,2024,26,0.490890288669376,1.434999880237665,1.7367435845188193,-0.15631655020463597,3.1403603011117207,0.017850840744316317,-0.017673314871082705,-0.00026514577724847207,0.8228890667395518,20.736804481836703,0.023672417276217515,0.0008228890667395518,0.0,0.7349607875364736,0.5716446479103697,0.8907666233590619,0.0,1.0,0.7307692307692307,30,45,0.3134782050868663,26.527455187381513,0.06345207791406877
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,2025,25,1.0684701212536027,2.47818977635926,3.068847205644303,-0.21335650908900683,5.00790965232687,0.03119990271160153,0.09019189801549282,0.10917532406885332,0.6291270100782279,15.854000653971342,0.06739435329756699,0.000629127010078228,0.0,0.6261556052720733,0.5744701703352055,0.7450835517533473,0.0,1.0,0.72,30,45,0.3172628488070959,27.421891710846822,0.060407838062936724
